,taxpayer_id,first_name,last_name,birth_date,ssn,filing_status,address,city,state,zip_code,email,phone_number,employer_name,employer_address,job_title,employment_start_date,employment_end_date,tax_return_id,tax_year,filing_date,return_type,income_source,income_frequency,taxable_amount,deduction_category,deduction_description,credit_description,credit_eligibility,payment_date,payment_method,refund_date,refund_reason,amount_owed_due_date,amount_owed_reason,property_type,property_value,mortgage_interest_paid,taxpayer_occupation,previous_year_income,state_tax_refund,local_tax_refund,estimated_tax_payments_made,tax_liability
655,656,Emily,Torres,1953-07-25,859-69-3425,Qualifying Widow(er) with Dependent Child,7745 Lutz Light,East Patriciachester,GA,30722,sandra00@example.org,2755572295,Evans-Davis,"3034 Roman Corners
East Nathanberg, MH 13139","Doctor, hospital",2022-04-16,2023-07-30,656,1985,2024-02-17,Joint,Pensions,Monthly,66026,Other,Sing worker several company window one.,Describe whether inside relationship against.,Not Eligible,2024-01-06,Cash,2024-03-05,Duplicate Payment,2024-07-01,Interest,Home,382242,48034,Planning and development surveyor,23137,6197,5709,5029,36024
656,657,Anne,Reynolds,1995-08-29,324-99-1989,Married Filing Separately,13559 Kyle Villages Apt. 482,Taylorton,TN,48164,halemichael@example.net,001-283-275-3285x209,Graham-Jones,"314 Jonathan Walk Apt. 233
West Mark, IL 82271",Licensed conveyancer,2020-09-23,,657,2015,2024-01-18,Individual,Freelance Income,Yearly,15569,Health,Idea natural easy wait. Four practice skill half.,I child out both large senior treat.,Eligible,2024-04-15,Google Pay,2024-01-04,Error,2024-02-19,Underpayment,Multi-family,808510,24818,Communications engineer,92294,6025,3164,2025,35810
657,658,Daniel,Brooks,1986-08-28,142-11-6781,Qualifying Widow(er) with Dependent Child,0218 Brenda Views Suite 412,Timothyport,NM,35426,samuel40@example.com,213.697.7834,Roberson-Lewis,"608 Carlos Forge
Patrickville, FL 36002",Sports therapist,2024-02-01,,658,1988,2024-05-18,Corporation,Unemployment Benefits,Yearly,16911,Investment Expenses,Scientist which operation enter.,Language value hope if Mr claim.,Not Eligible,2024-06-22,Check,2024-05-12,Penalty Adjustment,2024-01-11,Underpayment,Other,550739,63694,"Scientist, research (physical sciences)",61236,1059,1139,6648,5618
658,659,Tammy,Shannon,1988-07-12,812-35-1465,Qualifying Widow(er) with Dependent Child,75276 Johnson Forks,Pachecofurt,MP,15321,jeffreyoconnell@example.net,318.490.2033x245,Watson PLC,"85699 Andrews Courts Suite 608
West Elizabethview, NJ 53366",Facilities manager,2022-11-15,,659,2018,2024-06-25,Head of Household,Business,Monthly,9790,Charitable Contributions,Middle order political find painting after.,Yet month parent doctor its culture stuff.,Eligible,2024-01-10,Cryptocurrency,2024-04-01,Account Correction,2024-03-25,Other,Vacation,275466,73431,Materials engineer,74365,9753,6905,4494,13591
659,660,George,Smith,1996-03-19,392-12-6931,Head of Household,043 Navarro Crescent Apt. 476,New Michelle,MP,95524,calhounkelly@example.com,579.521.6418,Gordon-Soto,"8819 Lyons Spring
Carterberg, AS 45239",Geophysicist/field seismologist,2023-10-11,,660,1980,2024-01-27,Trust,Other,Yearly,2140,Business Expenses,Attack produce large.,Step story data value recognize cause.,Not Eligible,2024-01-02,Apple Pay,2024-01-19,Refundable Credit,2024-01-21,Additional Tax Liability,Rental,653616,13972,Building services engineer,37659,9921,698,103,1650
660,661,Shelby,Lewis,1958-11-25,529-68-1862,Single,616 Brittany Points Suite 240,East James,GA,04209,jason79@example.net,(946)598-6291x4823,Graham-Martin,"876 Cheryl Haven Apt. 710
North James, NY 25739","Radiographer, therapeutic",2023-07-07,2021-06-08,661,2003,2024-03-10,Non-Resident Alien,Other,Yearly,13273,Retirement Contributions,Make answer boy growth benefit office.,Short over body station gun.,Eligible,2024-05-24,Cryptocurrency,2024-07-24,Refundable Credit,2024-04-11,Amended Return,Other,668410,47553,Historic buildings inspector/conservation officer,61513,4067,4338,6127,89775
661,662,Roy,Watts,1998-01-24,481-65-0091,Married Filing Separately,00399 Daniel Course,North Daltonport,WY,53648,jamesherman@example.org,4502712043,Taylor PLC,"8134 Derek Key Apt. 819
North Karinaport, WA 27459",Brewing technologist,2020-02-21,,662,1987,2024-07-31,Married Filing Separately,Interest Income,Yearly,19306,Medical Expenses,Ready effort series read find middle.,Often yet floor continue. Lay recent it radio.,Not Eligible,2024-04-02,Bank Transfer,2024-03-08,Duplicate Payment,2024-02-29,Underpayment,Land,201377,47808,"Horticulturist, amenity",53952,3436,3922,3908,61068
662,663,Elizabeth,Rogers,1972-11-09,143-89-6881,Married Filing Separately,576 Parks Shores,Scottborough,VI,27942,alexparrish@example.com,9808425570,Smith-Ayala,"3485 Eric Road
Kimberlyshire, ME 88874",Medical illustrator,2021-12-28,2021-12-06,663,1999,2024-02-15,Corporation,Scholarships,Yearly,74728,Mortgage,Which health drive.,Entire director yourself campaign least well.,Not Eligible,2024-02-02,PayPal,2024-01-19,Refundable Credit,2024-01-01,Other,Vacation,817417,58170,"Therapist, drama",23604,3866,7387,6598,65019
663,664,Kevin,Price,1968-08-04,656-58-0517,Qualifying Widow(er) with Dependent Child,15497 Phillips Knolls,Anthonyville,TX,88863,mhernandez@example.net,+1-538-650-1563x6720,Watson-Watson,"Unit 1562 Box 9432
DPO AE 66293",Training and development officer,2024-07-19,,664,1996,2024-01-05,Business,Rental,Monthly,27783,Investment Expenses,Decision whole boy answer free year they as.,Off picture will cost.,Not Eligible,2024-04-25,Credit Card,2024-03-13,Incorrect Filing,2024-02-25,Penalty,Other,908791,99769,Radio producer,90126,813,464,1297,85763
664,665,Matthew,Brown,1981-07-25,538-85-3166,Married Filing Separately,692 Ray Ferry,Christineside,FM,58795,paulataylor@example.net,9066402351,King Inc,"07448 Tyler Valley
Katherineview, MO 97769",Financial trader,2021-05-02,2021-01-24,665,1980,2024-02-06,Corporation,Capital Gains,Yearly,56205,Investment Expenses,Focus water develop well. Practice upon article.,Suffer whole week rich our.,Eligible,2024-04-13,Direct Deposit,2024-03-21,Penalty Adjustment,2024-04-09,Additional Tax Liability,Other,706470,24009,IT consultant,37040,2442,8098,1666,59212
665,666,Catherine,Smith,1980-11-02,179-79-4486,Qualifying Widow(er) with Dependent Child,01457 Rivers Court Suite 818,Lake Tonyview,ND,51118,cruzemily@example.net,001-652-992-6422x20843,"Roberts, Rose and Freeman","7176 Jay Highway
Ortegabury, CA 61165",Conference centre manager,2023-05-28,,666,1993,2024-06-07,Joint,Grants,Yearly,57464,Moving Expenses,Account build oil low heavy teacher receive.,Probably deep happy science green become control.,Not Eligible,2024-06-11,Direct Deposit,2024-07-04,Error,2024-03-01,Additional Tax Liability,Multi-family,87152,87579,Animator,47090,8049,3860,7571,66010
666,667,Monique,Jones,1995-07-30,521-27-5096,Head of Household,72329 Yu Route,North Paul,ME,48571,andrew22@example.com,+1-760-794-9610x14648,Garcia LLC,"1420 Christopher Village Suite 605
South Kimberlytown, MN 49491",Forensic psychologist,2021-01-25,2022-01-06,667,1978,2024-04-14,Resident Alien,Capital Gains,Yearly,55134,Childcare Expenses,We your maybe no hard pattern.,Eye some far especially your.,Not Eligible,2024-04-24,Gift Card,2024-02-11,Penalty Adjustment,2024-03-10,Adjustment,Industrial,939433,9150,Careers adviser,22835,8679,2042,1598,6742
667,668,Nicole,Marks,1967-04-07,088-23-7881,Head of Household,57358 Smith Spurs Suite 921,Jordanport,ID,45085,nwright@example.net,407.650.5912x420,"Clark, Choi and Castro","PSC 7613, Box 3988
APO AA 75089",Chief of Staff,2022-12-12,,668,2001,2024-02-10,Amended,Dividends,Monthly,56626,Casualty and Theft Losses,Go appear fight rather fact you.,Congress admit enjoy knowledge political sure.,Not Eligible,2024-06-29,Direct Deposit,2024-07-07,Incorrect Filing,2024-04-20,Penalty,Commercial,863746,61675,"Research officer, government",74082,7593,7663,8302,89095
668,669,Christopher,Patel,1996-02-24,107-47-9965,Head of Household,6422 Calhoun Points Apt. 967,South Tyler,OH,72423,loripena@example.org,766.385.8089,"Thompson, Smith and Lloyd","31899 Joseph Stream
East Roberto, MT 36128",Software engineer,2023-08-07,,669,2011,2024-01-23,Head of Household,Inheritance,Yearly,15915,Education,Surface hand must someone market.,Everybody wind election.,Eligible,2024-01-28,Debit Card,2024-04-04,Miscellaneous,2024-06-19,Late Payment,Vacation,758811,37919,Early years teacher,11715,8873,9798,3691,43451
669,670,Leslie,Thompson,1991-05-16,374-49-3381,Single,9071 Theresa Springs Suite 771,Lindaton,WV,03124,carlos38@example.net,801.409.0512x6667,"Becker, Evans and Matthews","00695 Thomas Dam Apt. 898
Annborough, NY 51698",Child psychotherapist,2023-10-17,,670,2018,2024-02-23,Qualifying Widow(er) with Dependent Child,Scholarships,Monthly,53288,Charitable Contributions,Month former black company TV identify beyond.,Foreign floor career identify hotel big thousand.,Not Eligible,2024-03-07,Cash,2024-05-07,Duplicate Payment,2024-02-29,Penalty,Home,132963,96935,"Runner, broadcasting/film/video",40108,4987,910,480,66757
670,671,Derrick,Hernandez,2000-04-11,794-53-1640,Married Filing Separately,33180 Rodriguez Parkway,Lake Kathrynside,WY,03456,xblevins@example.net,(752)760-8592x53789,"Gilbert, Dennis and Green","967 Steven Throughway Suite 644
North Richard, SC 29982","Engineer, broadcasting (operations)",2023-01-15,2023-10-08,671,2005,2024-06-18,Joint,Consulting Fees,Yearly,39515,Education,Pick under risk save seek record recent.,Inside record no close bag.,Not Eligible,2024-01-05,Check,2024-02-05,Penalty Adjustment,2024-06-04,Adjustment,Investment,982498,42380,Naval architect,1327,2608,3145,1599,1127
671,672,Katelyn,Smith,1946-10-28,613-23-7786,Married Filing Jointly,783 Day Ferry,Leebury,VT,69881,zacharyflowers@example.net,(380)983-4696,Young-Robbins,"4130 Brock Estate
Lake Ruben, SD 08554",Manufacturing systems engineer,2023-09-09,,672,2007,2024-03-28,Amended,Pensions,Yearly,20861,State Taxes Paid,Century of protect bar style.,Cell public girl brother.,Not Eligible,2024-06-14,Gift Card,2024-04-28,Duplicate Payment,2024-04-09,Late Filing,Industrial,571746,86610,Sport and exercise psychologist,57179,4812,7302,6464,82384
672,673,Jennifer,Perry,1949-03-28,820-36-1932,Married Filing Separately,8981 Michael Mill,Moyerbury,WI,11983,gcasey@example.org,502.998.3171x965,Sanders-Gregory,"9726 Christopher Ports Suite 127
Lake Manuel, GA 28069",Public librarian,2024-07-12,2024-04-06,673,1972,2024-01-20,Amended,Royalties,Monthly,29174,Local Taxes Paid,Want hard candidate important.,Rather theory pay red.,Not Eligible,2024-01-08,Gift Card,2024-06-26,Duplicate Payment,2024-03-17,Interest,Other,669663,18475,IT technical support officer,29953,6157,9880,1627,13707
673,674,Carlos,Bryant,1994-02-04,262-52-9303,Single,94719 Kim Avenue Suite 338,East Jameschester,DE,70380,nicholas11@example.com,3896521179,Tran-Griffith,"22001 Joshua Court Apt. 671
Williamsshire, FL 95991","Research officer, political party",2021-08-22,2022-11-06,674,1978,2024-06-30,Head of Household,Interest Income,Yearly,69969,Health,Simple treatment loss skill worry.,Make describe hotel doctor admit decision.,Eligible,2024-02-27,Wire Transfer,2024-03-02,Adjustment,2024-06-09,Error in Return,Commercial,229287,84478,Chartered accountant,74823,3225,9133,5149,46432
674,675,Erika,Watson,1968-03-28,799-50-2976,Married Filing Separately,11070 Calderon Station Apt. 151,West Blake,LA,61522,nhall@example.com,271-543-9085,Moore-King,"59168 Andrew Common Apt. 334
South Michelle, IL 55822",Print production planner,2024-08-02,2021-07-15,675,1982,2024-02-03,Joint,Business,Monthly,57498,State Taxes Paid,Evidence win or film. Account unit really writer.,Somebody institution on arrive road let school.,Eligible,2024-05-15,Money Order,2024-04-14,Duplicate Payment,2024-07-04,Late Payment,Land,916074,7157,Immigration officer,8423,8067,2261,3643,50055
675,676,Michelle,Deleon,1975-02-13,500-23-9877,Qualifying Widow(er) with Dependent Child,8716 Jay Field,Lake Sandrashire,MN,24810,egoodman@example.org,+1-481-687-4311x48785,"Madden, Thornton and Walker","272 Carpenter Square Suite 414
New Timothy, ME 19597",Copy,2023-08-28,,676,1994,2024-07-10,Partial Year Resident,Salary,Monthly,12075,Childcare Expenses,Since eat discover Democrat ten.,Various hold grow baby.,Eligible,2024-03-29,Cryptocurrency,2024-01-04,Adjustment,2024-05-30,Late Payment,Vacation,407247,23690,Furniture designer,45177,5485,7506,5463,40851
676,677,Destiny,Roberson,1983-04-20,551-15-4067,Single,2780 Erica Fall Apt. 882,Smithmouth,IA,18920,dianaharris@example.com,401-442-6280x3361,Burke-Maldonado,"352 Wolf Plaza Apt. 850
Joshuafurt, NY 22029",Historic buildings inspector/conservation officer,2023-07-05,2021-08-28,677,1979,2024-07-13,Estate,Pensions,Monthly,70514,Investment Expenses,Imagine property already thing money.,Move current wind attorney drug open.,Not Eligible,2024-01-16,Gift Card,2024-04-27,Error,2024-05-06,Underpayment,Other,492955,11443,"Engineer, structural",32965,3485,8048,7946,93555
677,678,Roy,Bender,1952-02-22,321-88-3649,Married Filing Separately,75663 Roach Island Apt. 825,Millerside,NC,05710,jamieross@example.net,(655)644-9154,Mccarthy-Wood,"9654 Tracy Dam Apt. 116
Andreachester, OR 80351",Chief Executive Officer,2021-07-13,2021-09-13,678,2000,2024-06-17,Non-Resident Alien,Consulting Fees,Monthly,28463,Casualty and Theft Losses,Compare resource arrive beat into.,Growth other second after thing.,Not Eligible,2024-04-17,Apple Pay,2024-04-16,Payment Error,2024-05-20,Amended Return,Investment,532535,12131,Information systems manager,73014,3141,6798,3796,6817
678,679,Daniel,West,1958-01-28,887-12-7918,Qualifying Widow(er) with Dependent Child,76968 Gina Dale Suite 324,South Clairehaven,OR,46430,mgutierrez@example.org,469-673-5746,Rivera-Barnes,"1599 French Valleys Apt. 876
Beckberg, ID 87247",Tax adviser,2023-02-27,2024-07-18,679,2010,2024-04-04,Amended,Investment Income,Monthly,76973,Casualty and Theft Losses,Term third near outside type.,Science house public do begin.,Eligible,2024-04-26,Digital Wallet,2024-03-26,Payment Error,2024-04-06,Interest,Investment,66972,69802,"Editor, commissioning",16795,4153,6002,2797,21823
679,680,Jonathan,Fernandez,1991-03-19,784-03-5807,Single,3714 John Valley,Kevinfurt,NM,42701,harrisgwendolyn@example.net,(998)377-1414x39230,Torres-Knight,"07291 Abigail Causeway Apt. 869
North Victoria, PR 99252",Agricultural engineer,2023-04-22,,680,1983,2024-03-30,Non-Resident Alien,Dividends,Yearly,25198,Childcare Expenses,Sea today staff court.,Investment star spend member every.,Eligible,2024-03-11,Credit Card,2024-06-10,Penalty Adjustment,2024-02-14,Underpayment,Investment,109492,49133,Secondary school teacher,2331,8914,6842,6541,8473
680,681,Ryan,Fitzgerald,1952-07-02,568-90-2985,Single,32573 Mercedes Knolls,Garyport,GA,93434,reedjanice@example.org,001-624-292-2328x12232,Perez-Walter,"22738 Roberts Station
South Desireetown, WV 63408","Engineer, biomedical",2022-05-07,2020-04-22,681,2021,2024-04-30,Qualifying Widow(er) with Dependent Child,Royalties,Yearly,83973,Home Office,Class forward discuss protect school power may.,Break become subject short according.,Eligible,2024-04-15,Electronic Funds Transfer (EFT),2024-07-11,Payment Error,2024-07-09,Additional Tax Liability,Multi-family,436498,29973,"Engineer, civil (contracting)",36764,2744,1495,8443,20728
681,682,Patricia,Fields,1956-11-21,656-27-2582,Married Filing Separately,0068 Ochoa Prairie Suite 027,Powellport,AR,13619,joshuamartinez@example.com,596-884-8022x260,Palmer Group,"Unit 9081 Box 2073
DPO AP 42780",Fisheries officer,2021-10-16,2022-07-19,682,1995,2024-06-20,Estate,Unemployment Benefits,Monthly,33064,Mortgage,Treatment indeed think adult.,Quickly age film system.,Not Eligible,2024-04-08,Check,2024-07-14,Error,2024-02-17,Error in Return,Rental,628721,29222,"Editor, film/video",14086,1840,7731,9913,3441
682,683,Abigail,Duarte,1951-09-18,886-76-8923,Married Filing Jointly,95348 Sheila Mount Apt. 964,Lake Jesse,MS,36384,gbarnes@example.com,3959500572,Davis-Richardson,"50858 Dennis Vista
Gillmouth, UT 57755",Copy,2023-08-05,2020-03-18,683,1972,2024-03-03,Estate,Annuities,Monthly,36746,Moving Expenses,If throw such entire call class until.,Young nothing enter some.,Not Eligible,2024-05-17,Bank Transfer,2024-06-19,Account Correction,2024-06-08,Penalty,Investment,269207,3343,Associate Professor,81286,9783,9576,3103,10023
683,684,Bradley,Fry,1970-01-08,458-21-6576,Married Filing Separately,3135 Phyllis Drive Apt. 168,North Chelseybury,CT,57620,jessesmith@example.net,991-402-3522x61608,Allen PLC,"621 Mcgee Isle
East Dianeville, VT 09633","Production designer, theatre/television/film",2022-05-31,2022-09-29,684,1991,2024-03-30,Married Filing Separately,Interest Income,Monthly,63131,Investment Expenses,Pick most arrive teach. Remember why walk.,Spend group maintain event admit.,Eligible,2024-06-13,Money Order,2024-04-05,Account Correction,2024-03-15,Late Payment,Home,193771,44365,Sports therapist,83767,5398,7267,303,88298
684,685,Juan,Burns,1990-03-27,834-02-3632,Qualifying Widow(er) with Dependent Child,426 Michelle Route Apt. 480,Alexanderchester,AS,85645,brian34@example.org,474-319-6958x69292,Ellis-Meadows,"9672 Brian Gardens Apt. 066
Lake Sandy, FM 82844",Immigration officer,2020-05-12,2022-04-22,685,2018,2024-07-15,Resident Alien,Consulting Fees,Yearly,25765,Other,History century after produce behavior write.,Result various provide deal usually.,Not Eligible,2024-03-29,Gift Card,2024-04-13,Error,2024-05-21,Late Filing,Industrial,79678,52473,Garment/textile technologist,15127,6198,2985,8754,38171
685,686,Shelby,Sanders,1954-06-09,146-61-7678,Head of Household,45324 Peters Rapids,South Anthonychester,KY,95190,brandonmora@example.net,510.578.5693x35658,Dean Inc,"418 Tiffany Neck Suite 683
East Michelle, FL 01234",Copy,2021-09-10,,686,1986,2024-05-30,Amended,Annuities,Yearly,61757,Casualty and Theft Losses,Detail imagine relate.,Lot start step Mr day scene behind.,Not Eligible,2024-07-26,Gift Card,2024-05-21,Refundable Credit,2024-06-15,Late Payment,Agricultural,631908,73572,Heritage manager,65462,6791,7785,3549,92370
686,687,Corey,Martinez,1962-06-23,392-55-4840,Married Filing Separately,20343 Mason Mount,North John,WI,14426,richardsonrobin@example.net,648-711-4896x78909,Norton LLC,"1373 Smith Knolls Suite 138
Lake Danielberg, AL 23890",Academic librarian,2020-11-13,2023-02-14,687,1989,2024-04-29,Head of Household,Dividends,Yearly,29630,Health,Most hospital population understand both hour.,White music cold product. May home seem.,Eligible,2024-01-25,Debit Card,2024-06-24,Miscellaneous,2024-02-08,Additional Tax Liability,Commercial,97743,26565,Tour manager,73688,5997,976,6327,78489
687,688,Nathaniel,Thomas,1984-12-18,801-88-7285,Single,354 Medina Highway,Brookston,AK,34276,joshua94@example.net,(775)696-8196x42288,"Lowe, Vargas and Swanson","5182 Allen Spring Suite 279
Mariaton, DC 72499",Electrical engineer,2021-04-07,,688,2005,2024-06-28,Corporation,Social Security,Monthly,55538,Business Expenses,Bad fear attorney.,Among employee thank like beautiful.,Eligible,2024-01-26,Wire Transfer,2024-05-07,Refundable Credit,2024-01-25,Underpayment,Agricultural,512976,88245,Psychotherapist,98177,7310,7705,9768,12456
